0031747,'McCord's gang robs the stage carrying money to pay Indians for their land, and the notorious outlaw "The Oklahoma Kid" Jim Kincaid takes the money from McCord. McCord stakes a "sooner" claim on land which is to be used for a new town; in exchange for giving it up he gets control of gambling and saloons. When Kincaid's father runs for mayor, McCord incites a mob to lynch the old man whom McCord has already framed for murder..              ',
0488967,'Bloodline is the story of Travis and Henry, two brothers with a sad and violent past. After a camping trip ends in grisly murder, they find themselves in a complex web of rage and revenge. A downward spiral of paranoia begins to take hold as Travis is caught between fantasy and reality.              ',
0096754,'An American nuclear submarine encounters an alien species, which coincidentally causes massive electrical and hydraulic malfunctions, causing the sub to crash into an underwater cliff and sink. The navy asks the workers of a nearby underwater oil rig who are joined by a number of navy SEALS to locate and investigate the cause of the crash. As the crew embark on their mission, they encounter a number of difficulties and discover that they may not be alone. There is something else down there.              ',
0347149,'Sophie, a young, beautiful girl works at a hat shop. One day, Sophie meets Howl, a boy who's mysterious and starts to take a liking to Sophie. While she was in her hat shop, Sophie meets the witch of the waist, who curses Sophie to be an old woman. Trying to hide her ugliness from her family, Sophie runs away and finds herself at Howl's castle.              ',
0095016,'NYPD cop John McClane goes on a Christmas vacation to visit his wife Holly in Los Angeles where she works for the Nakatomi Corporation. While they are at the Nakatomi headquarters for a Christmas party, a group of bank robbers led by Hans Gruber take control of the building and hold everyone hostage, with the exception of John, while they plan to perform a lucrative heist. Unable to escape and with no immediate police response, John is forced to take matters into his own hands.              ',
1718199,'A papermaker gets involved with a murder case concerning two criminals leading to a determined detective suspecting him and the former's vicious father searching for him.        ',
0097328,'Jessie is an aging career criminal who has been in more jails, fights, schemes, and lineups than just about anyone else. His son Vito, while currently on the straight and narrow, has had a fairly shady past and is indeed no stranger to illegal activity. They both have great hope for Adam, Vito's son and Jessie's grandson, who is bright, good-looking, and without a criminal past. So when Adam approaches Jessie with a scheme for a burglary he's shocked, but not necessarily uninterested.              ',
1699085,'The Critic decides to look at the movie of one of the silliest superheroes ever made: The Phantom. He discusses the similarities of Raiders of the Lost Ark that the film has, gawks over the female villain, and constantly makes fun of The Phantom dressing in a purple costume.              ',
5586124,'It's the 1930s and Indiana Jones is in a small town somewhere in Middle America. The quest he needs to complete is randomly generated on each playthrough and ranges from finding an artifact to rescuing Marion Ravenwood.        ',
0034664,'US naval officer Don Winslow is given command of the islands near Pearl Harbor. He discovers that there is a ring of saboteurs and enemy agents who are trying to destroy ships carrying supplies to the troops stationed in the islands and sabotage the war effort. He sets out with his trusted assistant and two beautiful women to find the mastermind behind these nefarious activities.              ',
1101038,'Archaeologist Nicholas Zavatero and his student find a vase with antique inscription on where Noah's Ark is hidden in the underlying monster called Tama. They decide to go looking, but things get out of control.        ',
